"Age","LoanAmount100k","CreditScore","MonthsEmployed","NumCreditLines","InterestRate","LoanTerm","Education","EmploymentType","MaritalStatus","HasCoSigner","Default","Income100k"
56,0.28891,442,11,3,11.38,24,"Bachelor's","Self-employed","Married","No",0,0.78471
32,1.9291,716,98,2,16.77,60,"High School","Unemployed","Married","No",0,0.35809
34,1.95579,628,60,1,20.55,12,"Master's","Unemployed","Married","Yes",1,0.54215
27,1.44362,603,2,2,5.61,36,"High School","Full-time","Divorced","No",0,0.46189
47,1.42002,593,91,3,17.24,24,"PhD","Part-time","Single","Yes",0,1.47884
20,0.26373,542,114,1,7.84,36,"Master's","Part-time","Single","No",0,0.96675
34,1.92148,683,68,1,23.46,24,"PhD","Full-time","Single","Yes",0,0.68127
25,0.42231,320,21,4,24.8,36,"PhD","Unemployed","Married","No",0,1.23597
19,2.31835,821,35,4,10.92,12,"Master's","Unemployed","Married","Yes",0,1.24917
57,0.30026,730,66,2,3.86,36,"High School","Self-employed","Married","No",0,0.69704
28,1.97942,461,48,1,23.79,48,"High School","Unemployed","Single","Yes",0,1.47651
59,1.52143,439,56,3,6.01,60,"Master's","Part-time","Single","Yes",0,1.09494
36,2.00728,503,56,1,16.13,12,"Master's","Part-time","Divorced","No",0,1.14708
25,1.24291,456,42,1,12.14,12,"Master's","Unemployed","Married","No",1,0.56802
39,2.34942,444,48,2,6.49,12,"High School","Part-time","Single","No",0,1.12998
22,0.92688,821,50,2,14.53,48,"Bachelor's","Self-employed","Single","Yes",0,0.95344
56,0.66844,670,17,4,4.8,48,"PhD","Self-employed","Married","Yes",0,1.40103
48,2.28115,811,116,1,20.94,48,"Bachelor's","Part-time","Single","No",0,0.97919
53,0.96827,446,9,3,7,48,"Master's","Unemployed","Single","No",0,1.05171
35,0.73045,447,90,2,6.1,12,"PhD","Unemployed","Divorced","No",0,0.34118
47,1.08071,795,92,3,18.87,60,"PhD","Part-time","Married","No",0,0.45258
41,1.64228,847,58,1,3.25,24,"High School","Part-time","Divorced","Yes",1,1.21355
60,1.62753,751,77,2,19.01,48,"PhD","Full-time","Divorced","Yes",0,0.93556
44,1.17224,672,38,1,12.27,24,"PhD","Unemployed","Single","Yes",0,1.44291
24,0.24155,750,68,3,2.28,60,"Bachelor's","Part-time","Single","Yes",0,1.03735
66,0.92159,618,29,3,12.52,60,"PhD","Unemployed","Single","No",0,1.13015
56,1.56714,479,54,1,9.24,36,"Master's","Self-employed","Single","Yes",0,1.27111
33,1.51246,804,73,3,3.21,12,"Master's","Full-time","Single","No",0,0.32597
48,2.09208,689,17,3,11.26,24,"Master's","Part-time","Divorced","Yes",0,0.54995
51,0.99586,668,11,4,6.03,24,"Bachelor's","Full-time","Single","No",0,0.60479
22,0.96353,334,30,4,12.67,24,"Bachelor's","Self-employed","Single","Yes",1,1.05572
61,1.60155,610,22,4,17.01,36,"High School","Full-time","Married","No",0,0.3389
36,0.50263,337,15,2,15.05,48,"Bachelor's","Self-employed","Single","Yes",0,0.8777
36,1.57299,440,112,3,23.65,60,"Bachelor's","Part-time","Single","Yes",0,0.61478
51,1.79156,616,36,1,20.05,12,"Master's","Part-time","Married","Yes",0,1.36043
49,0.97525,836,98,1,21.93,12,"Bachelor's","Full-time","Single","Yes",0,1.49556
20,1.06132,495,17,3,15.29,36,"PhD","Unemployed","Single","Yes",0,1.4845
69,0.86235,454,91,2,5.67,48,"PhD","Part-time","Married","No",0,0.65258
64,0.19,696,58,1,13.97,60,"PhD","Full-time","Married","Yes",0,0.6876
43,0.36826,514,101,2,13.13,36,"Master's","Self-employed","Divorced","No",0,0.39774
50,0.62571,774,112,4,19.07,60,"PhD","Self-employed","Married","No",0,0.23009
63,1.03129,730,4,2,19.92,60,"PhD","Self-employed","Married","Yes",0,0.7446
26,0.94445,823,50,2,19.47,60,"High School","Self-employed","Divorced","No",1,0.15602
26,1.31167,310,73,4,15.04,12,"Master's","Full-time","Married","Yes",1,1.28371
55,0.44801,388,91,1,18.39,12,"Bachelor's","Unemployed","Single","No",0,1.29993
35,1.64131,468,16,1,23.59,12,"PhD","Full-time","Divorced","Yes",0,0.68035
21,2.02136,844,15,3,18.38,24,"Master's","Full-time","Divorced","No",0,1.49378
54,1.28368,804,76,1,17.24,12,"Master's","Full-time","Divorced","No",0,1.4803
33,0.13255,534,3,2,3.74,36,"PhD","Unemployed","Single","Yes",0,0.9241
68,0.24285,847,62,3,7.46,12,"PhD","Full-time","Married","No",0,0.74343
59,2.43798,842,62,2,15.58,36,"High School","Full-time","Married","No",0,0.79003
48,2.29432,574,103,4,11.35,60,"Bachelor's","Self-employed","Married","Yes",0,1.06817
34,1.26745,541,55,1,17.36,12,"PhD","Full-time","Divorced","Yes",1,0.19665
58,1.84216,413,17,2,20,24,"High School","Part-time","Married","No",0,1.47278
28,0.90302,554,75,3,13.54,60,"High School","Unemployed","Single","No",0,0.63268
25,1.07067,761,59,2,5.96,60,"High School","Self-employed","Single","No",0,1.08467
29,1.64435,590,79,3,9.7,12,"Master's","Full-time","Single","No",0,0.4188
51,0.21863,594,116,1,6.06,24,"Bachelor's","Part-time","Married","Yes",0,1.40577
32,1.67057,583,46,2,10.79,60,"Master's","Self-employed","Married","No",0,1.02211
31,1.67374,833,40,3,17.68,48,"Bachelor's","Full-time","Married","No",0,1.20224
36,2.30579,801,88,3,15.73,48,"Master's","Self-employed","Single","No",0,1.24973
33,2.037,530,37,3,7.05,12,"High School","Unemployed","Divorced","Yes",0,0.26104
32,2.43129,801,43,3,5.65,48,"High School","Self-employed","Married","No",0,0.88384
40,0.47147,677,56,3,19.41,12,"Master's","Unemployed","Single","No",1,1.20515
64,2.29734,599,21,4,13.67,48,"Master's","Full-time","Single","No",0,1.27162
51,2.27695,586,92,1,23.02,60,"PhD","Unemployed","Married","No",1,0.74902
51,2.06871,844,90,3,20.12,12,"Bachelor's","Part-time","Married","No",0,0.77592
58,2.28972,555,30,1,24.51,48,"Master's","Full-time","Divorced","No",1,1.07819
41,0.08873,565,66,3,2.36,60,"Master's","Full-time","Divorced","Yes",0,1.24364
53,2.23345,591,26,4,18.53,24,"PhD","Full-time","Married","Yes",0,1.24921
40,0.11602,838,49,1,7.47,60,"Master's","Self-employed","Single","Yes",0,0.31126
57,1.8384,430,115,1,10.94,36,"Bachelor's","Part-time","Divorced","No",0,1.19248
38,0.237,439,82,4,12.65,36,"Bachelor's","Part-time","Single","Yes",0,0.57189
30,1.93443,438,51,2,15.25,36,"Master's","Part-time","Divorced","No",0,1.34712
38,2.1536,731,31,4,7.55,48,"High School","Full-time","Single","No",0,0.67564
55,1.07561,685,81,4,20.3,12,"Master's","Unemployed","Divorced","No",0,0.29437
64,0.84377,652,44,3,16.21,12,"Bachelor's","Unemployed","Divorced","Yes",0,0.99574
20,1.29885,535,75,4,23.02,12,"PhD","Full-time","Married","No",0,0.90642
59,2.23542,836,91,1,22.66,48,"PhD","Self-employed","Single","Yes",0,1.34899
40,1.71717,528,5,1,13.11,24,"Master's","Full-time","Divorced","Yes",0,0.1859
34,0.76369,810,105,2,4.38,36,"High School","Full-time","Married","Yes",0,0.24286
67,1.20518,523,104,2,11.63,24,"PhD","Part-time","Single","No",0,1.33788
69,1.85706,799,45,1,10.54,24,"Bachelor's","Part-time","Single","Yes",0,0.23227
55,2.4651,525,66,4,21.2,36,"High School","Unemployed","Married","No",0,0.23641
29,2.35022,360,42,2,16.65,60,"PhD","Full-time","Married","Yes",0,0.74089
67,1.69041,658,56,1,4.39,36,"Master's","Self-employed","Single","No",0,0.76748
22,1.2732,565,67,2,21.52,60,"Master's","Full-time","Married","No",0,1.09908
67,1.38883,362,93,3,14.79,60,"Master's","Unemployed","Divorced","Yes",0,0.54736
62,1.1818,655,77,4,17.79,12,"High School","Part-time","Single","Yes",1,0.311
47,1.97826,395,30,2,4.59,36,"High School","Self-employed","Divorced","Yes",0,0.42038
35,2.49425,641,75,1,5.9,36,"Bachelor's","Unemployed","Single","No",0,1.02127
43,1.98728,343,91,2,24.44,12,"Bachelor's","Unemployed","Married","No",0,0.27127
44,0.64132,504,0,1,10.82,48,"High School","Part-time","Divorced","No",0,1.11918
67,1.98028,744,98,1,23.82,24,"Bachelor's","Self-employed","Married","Yes",0,1.31453
39,1.25355,642,20,3,13.09,36,"High School","Part-time","Single","No",0,0.53977
19,2.04545,313,47,1,9.81,24,"High School","Unemployed","Single","No",0,0.95919
24,0.20611,380,25,1,14.06,48,"Master's","Self-employed","Single","Yes",0,0.77951
36,2.24298,489,85,3,24.75,36,"PhD","Part-time","Divorced","No",0,1.33154
63,0.9383,789,95,2,8.97,24,"Bachelor's","Full-time","Single","No",0,0.37749
48,1.15199,429,119,2,22.6,48,"PhD","Self-employed","Single","Yes",0,1.01003
30,1.3604,792,53,4,23.38,12,"Master's","Unemployed","Married","No",1,0.31817
49,2.14383,758,108,3,15.23,24,"High School","Unemployed","Divorced","No",0,1.20918
38,1.60774,409,74,2,8.59,24,"PhD","Self-employed","Married","No",0,0.59568
59,2.30381,578,97,2,12.06,60,"PhD","Self-employed","Married","Yes",0,0.8791
28,1.81212,463,32,3,13.17,60,"Master's","Self-employed","Divorced","No",1,0.42507
63,0.21005,507,53,1,19.65,24,"Bachelor's","Part-time","Single","Yes",0,0.7367
56,1.42041,626,51,3,22.6,24,"PhD","Self-employed","Divorced","Yes",0,1.46087
54,0.59064,487,46,3,19.83,24,"Master's","Part-time","Divorced","No",0,1.41518
25,0.95729,573,78,3,2.53,60,"Bachelor's","Full-time","Single","Yes",0,1.34707
49,0.549,392,76,2,6.95,48,"PhD","Unemployed","Married","Yes",0,0.58686
45,0.50882,490,77,4,21.08,36,"Bachelor's","Part-time","Married","No",0,1.24911
45,1.93611,618,13,4,19.86,36,"Bachelor's","Unemployed","Divorced","No",0,0.48425
46,1.43817,418,104,4,4.98,12,"Master's","Full-time","Divorced","Yes",0,0.16357
24,1.57345,360,27,1,14.62,60,"Bachelor's","Full-time","Married","No",0,1.01306
41,0.75095,787,66,3,19.01,24,"Bachelor's","Self-employed","Single","Yes",0,0.19745
28,1.23842,614,67,2,3.74,60,"Master's","Unemployed","Divorced","Yes",1,0.428
44,1.12148,460,24,2,18.01,48,"High School","Part-time","Married","Yes",0,0.22584
44,0.74167,494,77,4,6.65,48,"High School","Unemployed","Divorced","No",0,1.33893
38,0.78824,584,35,2,15.42,36,"PhD","Part-time","Single","Yes",0,0.95561
55,2.40522,442,9,4,21.72,24,"High School","Self-employed","Married","No",0,1.02482
30,2.23466,508,80,3,14.41,48,"High School","Part-time","Single","No",1,0.4445
38,0.6881,513,98,1,22.92,36,"PhD","Unemployed","Married","Yes",0,1.44975
40,2.14459,816,92,1,8.46,48,"Master's","Full-time","Single","No",0,1.14922
26,1.46647,829,113,4,19.1,60,"High School","Full-time","Married","No",0,0.52024
54,2.48473,365,8,2,21.84,24,"High School","Part-time","Married","No",1,1.07515
60,0.23727,327,115,1,16.85,24,"Master's","Full-time","Divorced","No",0,0.70179
45,1.91199,480,4,2,12.3,48,"High School","Part-time","Married","Yes",0,0.92677
25,2.31963,782,85,2,5.61,48,"High School","Part-time","Single","Yes",0,0.51925
39,2.22191,574,38,4,15.53,60,"High School","Unemployed","Married","No",0,0.81452
28,1.17971,459,81,4,17.32,12,"Bachelor's","Self-employed","Single","No",1,0.40708
21,1.68013,415,114,3,14.67,60,"High School","Part-time","Married","Yes",1,0.31611
51,1.82655,556,5,4,14.11,60,"Bachelor's","Part-time","Divorced","No",0,0.97085
45,2.30269,670,43,1,18.71,60,"Master's","Full-time","Divorced","No",1,0.18343
69,1.89867,613,25,1,8.87,60,"Master's","Part-time","Divorced","No",0,0.58842
32,1.58206,354,89,4,7.76,36,"Bachelor's","Unemployed","Married","Yes",0,0.78615
60,1.77824,777,30,3,8.33,24,"High School","Full-time","Single","No",0,1.40611
68,1.73788,578,18,4,20.52,36,"High School","Unemployed","Single","Yes",0,1.35163
61,0.53568,356,115,3,5.61,12,"Bachelor's","Unemployed","Divorced","Yes",0,0.33436
64,0.36561,681,39,4,20.29,12,"PhD","Self-employed","Married","Yes",0,1.32704
45,1.20022,320,47,4,13.37,12,"High School","Full-time","Married","Yes",0,0.20857
66,1.00581,380,38,3,4.34,48,"Master's","Unemployed","Single","No",0,1.1927
34,0.65138,474,106,4,14.93,12,"Bachelor's","Unemployed","Married","No",0,1.01716
57,1.4619,322,41,2,18.79,24,"PhD","Part-time","Single","Yes",0,0.61761
34,0.93361,750,36,1,3.96,48,"High School","Part-time","Married","No",1,0.28179
40,1.78447,378,36,2,3.22,36,"High School","Full-time","Married","No",0,0.37081
43,0.82402,822,81,1,6.25,48,"Bachelor's","Full-time","Divorced","Yes",0,1.25842
65,1.7092,354,48,4,20.45,36,"Master's","Part-time","Married","Yes",0,0.63408
65,0.96783,469,91,2,15.99,24,"High School","Part-time","Single","Yes",0,0.31694
45,1.48836,438,106,4,7.85,36,"Master's","Full-time","Single","No",0,0.59241
48,2.20865,456,72,3,7.29,36,"PhD","Part-time","Married","Yes",0,0.24733
38,0.20533,671,41,3,11.05,12,"PhD","Part-time","Single","Yes",1,0.16591
55,2.1406,396,0,4,18.07,36,"High School","Self-employed","Single","No",1,0.49867
41,0.63048,652,50,2,18.84,60,"Master's","Unemployed","Divorced","No",0,1.00987
60,0.9715,675,68,4,9.24,12,"Master's","Unemployed","Single","Yes",0,0.26871
20,1.35275,651,77,3,12.08,48,"High School","Part-time","Married","Yes",0,0.91715
59,1.62916,530,18,1,15.52,60,"Bachelor's","Self-employed","Single","No",0,0.49164
44,0.21662,768,44,3,18.18,60,"Master's","Self-employed","Married","Yes",0,1.27654
24,1.85388,401,72,4,18.36,36,"Bachelor's","Full-time","Divorced","Yes",1,1.32363
36,1.34999,794,109,1,22.16,60,"PhD","Part-time","Divorced","No",0,0.49267
68,1.94374,555,45,2,17.51,60,"Master's","Unemployed","Divorced","No",0,1.32042
51,1.41629,582,95,2,12.28,12,"High School","Full-time","Married","No",0,0.61726
49,0.31869,396,27,1,10.72,24,"High School","Part-time","Divorced","No",0,0.30304
49,1.95904,484,50,1,14.23,24,"PhD","Self-employed","Divorced","Yes",0,0.26138
30,0.19237,385,90,3,13.25,36,"High School","Self-employed","Single","Yes",0,1.22923
21,0.45936,304,84,1,7.57,48,"PhD","Full-time","Single","Yes",0,0.74054
30,1.83988,396,116,1,6.18,48,"Bachelor's","Part-time","Divorced","Yes",0,0.25094
32,0.60647,795,112,4,11.59,48,"Bachelor's","Self-employed","Married","No",0,1.18203
61,1.34861,513,110,1,23.77,60,"High School","Self-employed","Single","No",0,0.63825
56,0.52737,461,105,4,15.53,60,"Master's","Unemployed","Single","No",0,0.99258
41,2.30424,443,50,1,6.76,36,"PhD","Part-time","Divorced","No",0,1.16871
21,0.91829,784,112,2,9.88,36,"PhD","Self-employed","Married","No",0,1.39029
57,1.15595,414,112,2,5.7,48,"Master's","Full-time","Single","No",0,1.48418
50,0.83444,595,5,4,4.2,12,"Bachelor's","Full-time","Divorced","No",0,0.45673
27,2.05131,825,82,2,4.47,48,"Master's","Unemployed","Divorced","Yes",0,0.82171
18,1.17271,835,27,4,5.33,24,"PhD","Part-time","Divorced","No",0,1.39001
27,2.11064,380,79,1,19.32,60,"Bachelor's","Full-time","Single","Yes",0,0.76759
20,0.97201,699,87,2,10.75,24,"High School","Full-time","Married","No",0,0.79157
23,1.69483,421,91,2,21.32,12,"Bachelor's","Part-time","Single","No",0,1.40899
55,2.14582,369,52,3,14.46,48,"High School","Self-employed","Divorced","No",0,0.27682
36,0.34564,329,72,2,8.79,36,"Master's","Full-time","Divorced","No",0,0.6538
45,0.78546,499,65,1,9.57,12,"PhD","Self-employed","Single","Yes",0,0.69888
41,0.74593,511,18,1,21.84,48,"Bachelor's","Self-employed","Divorced","Yes",0,0.66516
33,0.73736,524,76,3,9.17,48,"Master's","Self-employed","Single","Yes",0,0.95121
30,0.95658,500,38,2,10.83,48,"Bachelor's","Full-time","Divorced","No",0,0.72622
55,2.33321,550,99,2,4.67,48,"High School","Self-employed","Divorced","No",0,1.36019
20,1.80389,668,74,3,20.36,12,"Bachelor's","Part-time","Married","No",0,1.38724
62,1.85878,653,117,2,13.13,60,"Master's","Full-time","Single","No",0,1.36103
19,0.92357,396,42,2,2.07,48,"Master's","Full-time","Divorced","No",1,0.16894
25,0.98402,528,71,2,6.9,12,"Master's","Unemployed","Divorced","No",1,1.16421
32,1.56791,423,31,2,21.23,24,"Master's","Part-time","Married","Yes",0,0.17296
53,0.06333,494,82,3,20.58,36,"High School","Part-time","Divorced","Yes",0,0.34117
21,1.64927,447,93,2,17.42,60,"Bachelor's","Unemployed","Divorced","No",0,1.11907
63,0.4496,441,76,4,4.7,36,"PhD","Self-employed","Divorced","No",0,0.32751
61,1.61145,478,9,2,3.43,24,"PhD","Part-time","Single","Yes",0,0.31945
38,1.49085,546,78,3,4.27,60,"Bachelor's","Unemployed","Single","Yes",0,1.47632
40,1.41897,503,53,1,14,24,"High School","Unemployed","Married","Yes",0,0.54872
68,1.40294,589,14,4,15.71,36,"PhD","Full-time","Divorced","No",1,0.92993
59,1.65075,800,69,3,21.57,12,"PhD","Unemployed","Married","Yes",1,0.58091
37,0.73779,743,0,4,18.72,12,"Bachelor's","Full-time","Single","Yes",0,1.46122
25,1.98029,757,9,3,24.86,60,"Bachelor's","Full-time","Divorced","No",0,1.3005
27,0.70373,614,74,2,24.29,24,"High School","Part-time","Single","No",0,0.90749
64,1.70404,340,12,3,16.73,12,"Master's","Self-employed","Married","Yes",1,1.32978
39,1.76616,414,70,3,23.09,12,"Master's","Unemployed","Divorced","No",1,0.8513
28,0.52327,830,78,1,22.8,12,"Master's","Self-employed","Married","No",0,1.40113
58,0.92073,477,101,2,14.16,60,"Master's","Unemployed","Single","No",0,0.91971
58,2.03042,820,90,3,22.89,24,"PhD","Part-time","Married","No",0,0.26204
41,2.08553,641,80,3,23.65,12,"High School","Self-employed","Married","No",1,1.22097
28,0.88982,491,93,1,5.1,48,"PhD","Unemployed","Married","No",0,1.16233
18,2.21593,479,2,4,10.44,48,"Master's","Self-employed","Married","Yes",0,1.30459
52,1.70066,334,79,1,6.35,12,"Bachelor's","Self-employed","Single","No",0,0.77998
48,1.50166,785,21,3,15.82,24,"Bachelor's","Unemployed","Single","No",1,0.81045
51,0.15919,366,14,4,20.64,12,"Master's","Unemployed","Divorced","Yes",0,0.23658
46,1.21318,603,88,4,16.7,24,"High School","Part-time","Divorced","Yes",0,1.44229
46,0.83817,694,9,2,11.08,36,"PhD","Full-time","Single","No",0,0.78096
61,1.52822,522,98,4,21.24,12,"Master's","Unemployed","Divorced","No",1,0.97582
38,0.58766,839,71,3,5.36,12,"High School","Self-employed","Single","No",0,1.07423
67,1.67611,775,46,1,17.8,12,"PhD","Unemployed","Married","No",0,0.4017
37,1.63689,330,0,2,2.47,12,"Bachelor's","Part-time","Married","Yes",0,0.99424
69,2.4924,641,105,3,8.67,24,"High School","Part-time","Divorced","Yes",0,1.23682
41,1.19383,558,0,2,19.46,48,"High School","Unemployed","Single","No",1,0.46744
38,1.8127,460,76,2,20.76,24,"Master's","Part-time","Single","No",0,0.43838
24,0.40246,772,102,3,5.37,24,"High School","Full-time","Single","No",0,0.75143
62,0.57387,715,97,2,5.47,12,"High School","Unemployed","Single","No",0,0.25515
45,0.71043,658,117,1,11.81,36,"High School","Self-employed","Divorced","Yes",0,0.75237
58,0.06941,508,15,3,2.12,12,"High School","Unemployed","Married","Yes",0,1.3737
54,1.03383,533,82,1,20.59,48,"Master's","Unemployed","Single","Yes",0,0.3429
69,0.8861,317,18,2,3.82,12,"High School","Full-time","Married","Yes",0,0.68461
49,1.79181,786,119,1,14.73,48,"Bachelor's","Part-time","Single","No",0,0.835
23,0.85776,367,94,3,6.06,48,"Master's","Unemployed","Divorced","Yes",1,1.07989
59,0.6682,383,68,4,5.24,48,"High School","Part-time","Single","Yes",0,1.4358
50,2.29504,339,80,3,3.3,60,"Bachelor's","Unemployed","Single","No",0,1.34773
22,1.17893,339,119,1,23.37,12,"Master's","Part-time","Divorced","Yes",0,0.68323
39,1.46445,319,44,2,15.3,36,"Bachelor's","Self-employed","Single","Yes",0,0.7763
40,1.22754,687,39,4,9.33,12,"Bachelor's","Unemployed","Married","Yes",0,0.24556
39,1.96384,344,109,3,13.88,48,"PhD","Part-time","Single","Yes",1,0.23611
32,0.45975,573,103,4,19.18,48,"Master's","Full-time","Single","No",0,0.42364
48,2.4386,454,71,3,16.69,36,"Master's","Part-time","Single","No",0,0.86147
45,1.89318,660,28,2,15.09,36,"PhD","Self-employed","Divorced","Yes",0,0.54737
55,0.73626,717,90,4,20.29,24,"High School","Self-employed","Married","No",1,1.23433
30,0.66985,552,59,3,13.38,60,"Master's","Part-time","Divorced","Yes",0,0.45521
27,0.9956,580,0,3,19.22,24,"Master's","Self-employed","Single","No",0,0.56173
69,2.11772,511,80,4,14.61,48,"Master's","Self-employed","Divorced","No",1,0.4615
61,1.48602,646,76,4,5.06,36,"Master's","Unemployed","Divorced","No",0,0.43046
27,0.42483,553,19,2,10.64,24,"PhD","Part-time","Single","No",0,1.17196
53,2.23379,728,7,1,11.42,60,"PhD","Self-employed","Single","Yes",0,1.37628
60,2.46391,724,45,1,24.08,48,"Bachelor's","Part-time","Single","Yes",0,1.01744
56,2.27556,589,46,1,16.61,12,"PhD","Part-time","Single","Yes",0,0.51831
53,2.0661,407,104,4,21.99,24,"High School","Part-time","Single","No",0,0.62872
66,0.81868,510,6,4,4.26,36,"PhD","Part-time","Single","Yes",0,1.46087
56,2.02028,577,77,1,7.08,12,"PhD","Self-employed","Single","Yes",0,1.27921
25,1.24172,648,91,2,5.61,12,"Bachelor's","Full-time","Divorced","Yes",0,1.3463
33,1.24574,770,14,1,18.34,12,"Bachelor's","Self-employed","Single","No",0,0.55811
26,1.05392,437,5,1,24.87,36,"Bachelor's","Unemployed","Married","No",0,0.25194
38,0.78116,453,41,3,2.32,24,"PhD","Unemployed","Divorced","No",0,1.25657
35,2.3077,791,39,3,7.41,48,"PhD","Full-time","Married","No",0,1.49624
63,1.67452,704,50,4,18.36,48,"Bachelor's","Unemployed","Married","Yes",0,1.13371
68,1.0731,750,90,1,20.69,12,"High School","Full-time","Single","Yes",0,0.84601
49,1.64354,811,45,2,10.27,36,"Master's","Self-employed","Divorced","No",0,0.9347
59,0.3464,448,107,4,14.85,36,"High School","Part-time","Divorced","No",0,0.48943
59,0.71962,574,27,2,19.8,60,"High School","Unemployed","Divorced","No",0,0.19681
32,0.73234,504,25,4,16.58,24,"Master's","Full-time","Divorced","Yes",1,0.4577
68,1.20256,443,28,2,2.69,60,"High School","Unemployed","Married","Yes",0,0.47309
47,0.85521,492,54,2,7.12,60,"Master's","Part-time","Married","Yes",0,0.3273
64,0.86135,515,35,3,24.24,60,"High School","Full-time","Single","No",0,1.46669
66,2.15388,374,31,1,10.21,24,"PhD","Self-employed","Single","Yes",0,0.29306
34,1.23251,796,88,3,23.06,60,"PhD","Full-time","Divorced","No",0,0.90897
26,1.88081,301,27,1,17.02,60,"High School","Self-employed","Divorced","Yes",0,1.22707
47,0.67766,760,96,4,17.56,48,"Bachelor's","Full-time","Divorced","Yes",0,1.4626
59,0.61997,513,116,1,11.9,12,"High School","Full-time","Divorced","No",0,1.42779
49,0.31557,618,92,3,19.42,36,"Master's","Full-time","Single","Yes",0,0.15424
38,1.85457,580,119,2,15.54,24,"High School","Full-time","Divorced","Yes",0,0.58111
66,1.69814,662,105,1,14.37,12,"High School","Self-employed","Single","Yes",0,0.79076
62,0.71226,806,65,4,10.77,24,"Bachelor's","Unemployed","Single","Yes",1,0.27972
59,1.82819,751,71,4,22.08,12,"PhD","Self-employed","Single","Yes",0,1.03367
60,0.44072,383,109,3,6.98,60,"Bachelor's","Unemployed","Divorced","No",1,1.07583
28,0.44283,650,35,1,14.37,36,"Master's","Full-time","Divorced","No",0,1.17102
61,1.1068,738,12,4,22.81,60,"PhD","Unemployed","Single","Yes",0,1.01486
30,2.41371,557,1,2,23.92,48,"Master's","Self-employed","Divorced","Yes",0,1.27196
39,1.91647,756,47,2,4.01,48,"PhD","Part-time","Married","No",0,0.58408
37,1.60562,356,75,1,19.28,60,"High School","Self-employed","Married","Yes",0,1.30758
63,1.85215,778,16,2,3.01,48,"PhD","Self-employed","Single","No",0,0.19633
55,0.98628,441,25,4,21.93,48,"Bachelor's","Unemployed","Divorced","Yes",0,1.10791
54,0.49832,657,77,1,22.47,48,"High School","Full-time","Divorced","Yes",0,0.58941
41,1.22256,368,36,3,13.26,60,"Master's","Full-time","Single","No",1,0.83453
48,0.30491,353,9,2,13.18,24,"Bachelor's","Unemployed","Married","No",0,1.29154
42,0.91385,355,58,3,10.98,48,"PhD","Full-time","Single","Yes",0,0.76423
46,2.37048,760,23,3,21.65,48,"Master's","Full-time","Divorced","No",0,0.71635
18,1.32067,592,1,2,18.73,12,"PhD","Full-time","Married","Yes",0,1.43453
32,0.30411,482,51,4,10.99,12,"PhD","Unemployed","Divorced","Yes",1,1.41219
41,0.48062,485,14,1,21.48,36,"High School","Full-time","Divorced","No",0,0.87856
59,1.22159,595,27,3,23.36,24,"Master's","Self-employed","Divorced","Yes",0,1.13202
57,1.21611,505,103,2,12.87,12,"High School","Full-time","Single","Yes",0,0.48386
54,1.53564,570,24,4,6.25,24,"Bachelor's","Self-employed","Divorced","Yes",0,0.34147
28,1.65197,712,18,4,7.88,48,"PhD","Full-time","Divorced","No",0,0.1517
40,2.04493,700,117,2,9.48,24,"High School","Unemployed","Divorced","Yes",1,0.71014
68,0.36286,827,30,1,9.42,48,"Bachelor's","Full-time","Single","No",0,1.1327
48,2.13672,312,44,1,8.76,36,"High School","Self-employed","Married","No",0,1.08415
55,1.8688,654,26,1,20.59,60,"Bachelor's","Full-time","Single","Yes",0,1.33636
37,1.17589,340,5,3,15.14,24,"High School","Full-time","Divorced","Yes",0,0.33767
51,2.29489,364,116,1,7.53,36,"Bachelor's","Self-employed","Married","Yes",0,1.3714
59,2.16949,772,108,4,16.98,24,"Master's","Full-time","Divorced","Yes",0,0.33225
24,2.31789,421,39,4,22,36,"PhD","Self-employed","Divorced","No",1,0.92087
35,2.34112,416,108,3,14.97,48,"High School","Part-time","Married","No",0,1.48277
42,0.92153,428,17,4,24.49,48,"Master's","Part-time","Divorced","No",1,1.45535
64,0.25584,735,15,4,14.12,60,"PhD","Part-time","Single","Yes",0,0.63284
43,1.86855,381,55,3,22.35,24,"PhD","Unemployed","Divorced","No",0,1.38917
57,2.26817,415,19,2,10.62,60,"Bachelor's","Part-time","Divorced","Yes",0,1.41127
38,2.08121,729,5,3,18.04,36,"Bachelor's","Full-time","Married","Yes",0,1.17352
27,0.96403,463,115,1,13.65,36,"Bachelor's","Unemployed","Divorced","Yes",0,0.81575
33,2.23849,627,33,1,4.55,12,"Bachelor's","Part-time","Single","Yes",0,0.59566
53,0.59989,503,47,2,13.35,60,"Master's","Unemployed","Single","No",0,0.15856
41,0.08077,717,14,3,16.47,24,"Master's","Self-employed","Married","No",0,0.72318
33,1.58424,843,57,3,5.76,24,"Master's","Self-employed","Divorced","No",0,0.49497
21,1.43881,371,41,3,12.06,60,"PhD","Part-time","Single","Yes",0,0.69223
40,1.2642,604,16,2,5.81,36,"Bachelor's","Full-time","Divorced","No",0,0.99737
21,2.02835,592,15,4,12.53,60,"PhD","Self-employed","Divorced","Yes",0,0.61212
53,2.04477,616,57,3,21.14,48,"High School","Unemployed","Married","Yes",0,0.32776
38,0.09248,420,2,3,21.93,60,"PhD","Full-time","Divorced","Yes",0,0.20216
39,0.56557,652,74,4,22.97,24,"High School","Self-employed","Single","Yes",1,0.53034
